system:index,ALAND,AWATER,BLKGRPCE,COUNTYFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,MTFCC,NAMELSAD,STATEFP,TRACTCE,mean_LST,.geo
00000000000000000436,1579420,87758,3,003,S,270030508243,+45.1859294,-093.2427365,G5030,Block Group 3,27,050824,{downscaled LST=80.88546880212323},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000446,393004,16419,3,003,S,270030508193,+45.1951010,-093.1858235,G5030,Block Group 3,27,050819,{downscaled LST=78.10688062672904},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000447,1557236,17797,3,003,S,270030502383,+45.2538474,-093.3109905,G5030,Block Group 3,27,050238,{downscaled LST=79.7443089795487},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000449,830924,11713,3,003,S,270030512033,+45.0629360,-093.2377101,G5030,Block Group 3,27,051203,{downscaled LST=78.3803439536711},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000450,430911,11632,3,003,S,270030502273,+45.2267230,-093.4018220,G5030,Block Group 3,27,050227,{downscaled LST=79.61871054145452},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000452,794387,84387,3,003,S,270030508263,+45.1631610,-093.2451423,G5030,Block Group 3,27,050826,{downscaled LST=72.48720728575007},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000454,849712,2085,3,003,S,270030502083,+45.2173219,-093.3334627,G5030,Block Group 3,27,050208,{downscaled LST=74.07603814680084},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000455,2715950,1706622,3,003,S,270030502373,+45.1526301,-093.0731586,G5030,Block Group 3,27,050237,{downscaled LST=66.42314791610237},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000458,8035641,53930,3,003,S,270030508293,+45.1448127,-093.2105141,G5030,Block Group 3,27,050829,{downscaled LST=80.24818350747009},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045a,5782682,83494,3,003,S,270030502363,+45.1359235,-093.0737887,G5030,Block Group 3,27,050236,{downscaled LST=69.00533171320363},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045c,2099837,2710,3,003,S,270030507103,+45.1323852,-093.2769003,G5030,Block Group 3,27,050710,{downscaled LST=87.7574406605803},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000462,6567383,2049098,3,003,S,270030502343,+45.2881458,-093.1691123,G5030,Block Group 3,27,050234,{downscaled LST=69.38399754365723},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000463,2055830,14868,3,003,S,270030502333,+45.1902170,-093.1148722,G5030,Block Group 3,27,050233,{downscaled LST=76.54520916299425},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000069f,1412210,830,3,003,S,270030508163,+45.1554686,-093.1482300,G5030,Block Group 3,27,050816,{downscaled LST=77.98205725145195},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a1,2248353,681784,3,003,S,270030501113,+45.3020040,-093.1538508,G5030,Block Group 3,27,050111,{downscaled LST=71.20339103457995},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b4,1507035,1303,3,003,S,270030507073,+45.2023288,-093.3251831,G5030,Block Group 3,27,050707,{downscaled LST=72.4426672504428},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b7,17179495,1146651,3,003,S,270030501093,+45.3532039,-093.2176595,G5030,Block Group 3,27,050109,{downscaled LST=71.37197721455601},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a4,2302843,660,3,003,S,270030502203,+45.2301434,-093.3332461,G5030,Block Group 3,27,050220,{downscaled LST=71.23216927578191},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ee,2628895,63267,3,003,S,270030508183,+45.2024255,-093.1745399,G5030,Block Group 3,27,050818,{downscaled LST=74.23396015295852},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000801,413889,130628,3,003,S,270030508213,+45.1702703,-093.2245267,G5030,Block Group 3,27,050821,{downscaled LST=79.65826888651884},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085a,3506116,250065,3,003,S,270030505053,+45.2241850,-093.3833618,G5030,Block Group 3,27,050505,{downscaled LST=77.25881717143065},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008e0,817960,52406,3,003,S,270030505013,+45.2025836,-093.3844527,G5030,Block Group 3,27,050501,{downscaled LST=87.37641875759402},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f0,830740,3914,3,003,S,270030506083,+45.1683049,-093.2979593,G5030,Block Group 3,27,050608,{downscaled LST=73.43601043162528},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f7,891131,11635,3,003,S,270030508103,+45.1434403,-093.2573257,G5030,Block Group 3,27,050810,{downscaled LST=79.0477556418416},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fc,11473098,174288,3,003,S,270030501153,+45.3135326,-093.3282120,G5030,Block Group 3,27,050115,{downscaled LST=71.57266220022551},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003482,848710,81912,3,003,S,270030513023,+45.0598260,-093.2369870,G5030,Block Group 3,27,051302,{downscaled LST=75.98415019125106},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000348f,806449,9802,3,003,S,270030507123,+45.1936028,-093.3004455,G5030,Block Group 3,27,050712,{downscaled LST=70.65454680601805},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003493,28109152,3989665,3,003,S,270030502103,+45.2324729,-093.0409781,G5030,Block Group 3,27,050210,{downscaled LST=68.80629988856546},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000349a,8435199,716757,3,003,S,270030502163,+45.2532049,-093.2123104,G5030,Block Group 3,27,050216,{downscaled LST=72.22217013938538},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a0,1303883,803,3,003,S,270030511033,+45.0978351,-093.2319956,G5030,Block Group 3,27,051103,{downscaled LST=84.51853980130473},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a2,1237209,262469,3,003,S,270030512013,+45.0757436,-093.2766792,G5030,Block Group 3,27,051201,{downscaled LST=83.33664218508719},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034b0,1227595,1106,3,003,S,270030502223,+45.2287768,-093.2831303,G5030,Block Group 3,27,050222,{downscaled LST=74.4047377714887},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000316,1669575,900,4,003,S,270030506094,+45.1925057,-093.3438385,G5030,Block Group 4,27,050609,{downscaled LST=83.91647688463557},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000320,1499007,158705,4,003,S,270030512034,+45.0783346,-093.2342632,G5030,Block Group 4,27,051203,{downscaled LST=75.75469608491959},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000326,2028651,1071,4,003,S,270030502284,+45.2446726,-093.4602773,G5030,Block Group 4,27,050228,{downscaled LST=78.1840737934443},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000327,1182703,110147,4,003,S,270030502274,+45.2329980,-093.4100040,G5030,Block Group 4,27,050227,{downscaled LST=73.62581187948031},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032d,4268544,37299,4,003,S,270030508184,+45.2038325,-093.1965030,G5030,Block Group 4,27,050818,{downscaled LST=74.12192909677333},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041f,2864755,79459,4,003,S,270030508294,+45.1327340,-093.2233885,G5030,Block Group 4,27,050829,{downscaled LST=81.80920882997894},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000421,1800029,1437411,4,003,S,270030502374,+45.1466629,-093.0954501,G5030,Block Group 4,27,050237,{downscaled LST=69.24482214344397},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000424,773126,986,4,003,S,270030502084,+45.2146703,-093.3214605,G5030,Block Group 4,27,050208,{downscaled LST=77.01207115159738},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000425,916236,2096,4,003,S,270030507074,+45.2113059,-093.3213813,G5030,Block Group 4,27,050707,{downscaled LST=72.4867438193531},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000444,611456,302628,4,003,S,270030504024,+45.1993830,-093.4062328,G5030,Block Group 4,27,050402,{downscaled LST=71.55702234480312},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000445,597786,371709,4,003,S,270030508194,+45.1894675,-093.1942645,G5030,Block Group 4,27,050819,{downscaled LST=74.3776732649395},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000448,5304567,5186,4,003,S,270030502164,+45.2188155,-093.1809703,G5030,Block Group 4,27,050216,{downscaled LST=69.4181854332554},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000459,21044850,745630,4,003,S,270030516004,+45.3799930,-093.1282105,G5030,Block Group 4,27,051600,{downscaled LST=69.20765379973042},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000461,1359235,19996,4,003,S,270030508214,+45.1644170,-093.2245596,G5030,Block Group 4,27,050821,{downscaled LST=84.98430738113443},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b2,1023199,326561,4,003,S,270030511014,+45.1128515,-093.2828055,G5030,Block Group 4,27,051101,{downscaled LST=70.72078065162056},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006b8,7413911,23844,4,003,S,270030501094,+45.3819086,-093.2224419,G5030,Block Group 4,27,050109,{downscaled LST=71.67986597014423},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008ee,1242876,5279,4,003,S,270030506074,+45.1686029,-093.3137471,G5030,Block Group 4,27,050607,{downscaled LST=78.12874268962693},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f5,1238346,28532,4,003,S,270030508074,+45.1727284,-093.2447441,G5030,Block Group 4,27,050807,{downscaled LST=78.94231773260694},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000348a,23218166,150441,4,003,S,270030501154,+45.3245771,-093.2936271,G5030,Block Group 4,27,050115,{downscaled LST=72.79997357554666},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000348d,1179628,2023,4,003,S,270030507114,+45.1922434,-093.2900266,G5030,Block Group 4,27,050711,{downscaled LST=75.41419480886718},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003494,9500017,25993,4,003,S,270030502104,+45.2741539,-093.0618873,G5030,Block Group 4,27,050210,{downscaled LST=70.4539201323702},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ae,2201185,17722,4,003,S,270030502204,+45.2243153,-093.3182767,G5030,Block Group 4,27,050220,{downscaled LST=80.6414196559195},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042d,5068381,937044,5,003,S,270030502285,+45.2312039,-093.4765789,G5030,Block Group 5,27,050228,{downscaled LST=79.70240640986592},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000453,509263,24519,5,003,S,270030508215,+45.1748588,-093.2337133,G5030,Block Group 5,27,050821,{downscaled LST=83.83330615722784},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045d,2967842,4552,5,003,S,270030502295,+45.1744198,-093.1276145,G5030,Block Group 5,27,050229,{downscaled LST=78.65951037631302},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000331,56779408,5088038,1,019,S,270190901011,+44.9326468,-093.8394872,G5030,Block Group 1,27,090101,{downscaled LST=66.96066931585925},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000333,10376416,128941,1,019,S,270190901021,+44.9647987,-093.8782401,G5030,Block Group 1,27,090102,{downscaled LST=68.5983383771022},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,69573550,269334,2,019,S,270190902002,+44.9321513,-093.9458606,G5030,Block Group 2,27,090200,{downscaled LST=65.20588092146924},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000334,1424372,35098,2,019,S,270190901022,+44.9670256,-093.8504586,G5030,Block Group 2,27,090102,{downscaled LST=80.44107606226915},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000336,1164388,679,2,019,S,270190901012,+44.9535351,-093.8332821,G5030,Block Group 2,27,090101,{downscaled LST=74.18058906377338},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000330,15282172,1503118,3,019,S,270190901023,+44.9707006,-093.8032106,G5030,Block Group 3,27,090102,{downscaled LST=69.86333285255162},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000335,1348515,39209,3,019,S,270190901013,+44.9548312,-093.8486652,G5030,Block Group 3,27,090101,{downscaled LST=73.79566920834229},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000332,25295368,140283,4,019,S,270190902004,+44.9169063,-093.9830628,G5030,Block Group 4,27,090200,{downscaled LST=66.84091541130628},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,2005873,217752,1,053,S,270530218001,+44.9833552,-093.3298110,G5030,Block Group 1,27,021800,{downscaled LST=74.71090529560074},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,1812682,20929,1,053,S,270530219001,+44.9737056,-093.3566756,G5030,Block Group 1,27,021900,{downscaled LST=83.79190695737707},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,780209,55469,1,053,S,270530222001,+44.9555596,-093.3941867,G5030,Block Group 1,27,022200,{downscaled LST=76.57296117206258},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,828759,89778,1,053,S,270530223011,+44.9477563,-093.3924490,G5030,Block Group 1,27,022301,{downscaled LST=73.44049466275864},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e9,1255813,38219,1,053,S,270530228011,+44.9582922,-093.3399087,G5030,Block Group 1,27,022801,{downscaled LST=74.90929599727949},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fa,1324028,16240,1,053,S,270531051001,+44.9739918,-093.3192316,G5030,Block Group 1,27,105100,{downscaled LST=72.31438525175642},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020c,1349311,3442,1,053,S,270530220001,+44.9657347,-093.3519960,G5030,Block Group 1,27,022000,{downscaled LST=89.83795733807516},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020d,965473,686306,1,053,S,270531065001,+44.9574198,-093.3260770,G5030,Block Group 1,27,106500,{downscaled LST=73.93478708157743},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000221,2039358,215195,1,053,S,270530266151,+45.0526201,-093.4549757,G5030,Block Group 1,27,026615,{downscaled LST=76.8480176094059},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000224,680625,2652,1,053,S,270530264051,+44.9576915,-093.4036448,G5030,Block Group 1,27,026405,{downscaled LST=72.98595746932948},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000227,636746,91830,1,053,S,270530202021,+45.0804633,-093.2845197,G5030,Block Group 1,27,020202,{downscaled LST=77.21044855078344},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022c,1691480,15524,1,053,S,270530232011,+44.9377718,-093.4124363,G5030,Block Group 1,27,023201,{downscaled LST=72.53824823419},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000232,1177665,8549,1,053,S,270530267261,+45.1208000,-093.4314370,G5030,Block Group 1,27,026726,{downscaled LST=80.95198731368588},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000237,633928,62901,1,053,S,270531263001,+45.0020447,-093.2810045,G5030,Block Group 1,27,126300,{downscaled LST=92.52458077832267},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000238,322219,1933,1,053,S,270530032001,+44.9853568,-093.3139986,G5030,Block Group 1,27,003200,{downscaled LST=77.24067893938569},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000250,1471212,193098,1,053,S,270530268261,+45.1329569,-093.3083860,G5030,Block Group 1,27,026826,{downscaled LST=69.43644487400027},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025c,806082,6941,1,053,S,270531040011,+44.9818926,-093.2196058,G5030,Block Group 1,27,104001,{downscaled LST=96.61983324436022},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026a,2495252,12609,1,053,S,270530264031,+44.9768610,-093.4363034,G5030,Block Group 1,27,026403,{downscaled LST=76.02331625406978},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026c,421213,112735,1,053,S,270531049011,+44.9719823,-093.2334415,G5030,Block Group 1,27,104901,{downscaled LST=86.78100789644182},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026e,12441928,10078952,1,053,S,270530272051,+44.9586039,-093.5668260,G5030,Block Group 1,27,027205,{downscaled LST=67.81904966766798},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000275,3276850,8030,1,053,S,270530267231,+45.0754158,-093.4876865,G5030,Block Group 1,27,026723,{downscaled LST=72.11464489587486},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000277,980280,8519,1,053,S,270530267221,+45.0740761,-093.5090876,G5030,Block Group 1,27,026722,{downscaled LST=77.52469848776053},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000027e,2213543,36890,1,053,S,270530269111,+45.2049621,-093.5640399,G5030,Block Group 1,27,026911,{downscaled LST=82.67677067947174},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000283,19506595,797618,1,053,S,270530269101,+45.1665002,-093.4553823,G5030,Block Group 1,27,026910,{downscaled LST=65.878194240825},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028a,13226830,689804,1,053,S,270530272041,+44.9869255,-093.6198139,G5030,Block Group 1,27,027204,{downscaled LST=71.15024833080496},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028b,2542801,171168,1,053,S,270530267191,+45.0956685,-093.5170488,G5030,Block Group 1,27,026719,{downscaled LST=73.19159520505681},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000292,1412666,587637,1,053,S,270530267181,+45.1153074,-093.5004625,G5030,Block Group 1,27,026718,{downscaled LST=72.24527957756516},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000295,2294785,5777,1,053,S,270530266161,+45.0391396,-093.4897008,G5030,Block Group 1,27,026616,{downscaled LST=78.67642811335209},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000298,878070,4069,1,053,S,270530265161,+45.0194119,-093.4138623,G5030,Block Group 1,27,026516,{downscaled LST=77.69675784276895},"{""type"":""MultiPoint"",""coordinates"":[]}"
