system:index,ABC_SORT,CTU_CODE,CTU_ID,CTU_ID_CEN,CTU_NAME,CTU_TYPE,FIVE_COLOR,Shape_Area,Shape_Leng,mean_LST,.geo
0000000000000000005a,370,67450,665887,00665887,Waconia Twp.,T,3,7.979766465E7,68259.651338,{LST=89.76242130904538},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,328,58324,665541,00665541,Sand Creek Twp.,T,3,8.39634015781E7,50345.6657758,{LST=90.32981831375082},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,292,53116,665377,00665377,Randolph Twp.,T,3,2.74614268636E7,33153.5862461,{LST=88.51323629231322},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,294,53260,665381,00665381,Ravenna Twp.,T,3,5.67793007127E7,36397.2119024,{LST=87.73362671505173},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,104,19376,664099,00664099,Empire Twp.,T,3,8.16689125846E7,50770.5551611,{LST=89.60153443437396},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,14,04132,663529,00663529,Baytown Twp.,T,3,2.37617672354E7,39625.5804134,{LST=89.66429320040892},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,216,41120,664932,00664932,May Twp.,T,4,9.85027301689E7,42780.823108,{LST=89.39838648924093},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,214,40724,664919,00664919,Marshan Twp.,T,4,8.91414251492E7,43307.9068596,{LST=87.52235719283654},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,332,59008,665569,00665569,Sciota Twp.,T,4,3.84727400307E7,25581.2418755,{LST=87.92727185153748},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,106,19871,664113,00664113,Eureka Twp.,T,4,9.11624674556E7,40174.2004507,{LST=88.93066083529544},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,202,38294,664829,00664829,Louisville Twp.,T,4,3.77141749756E7,31643.8606914,{LST=90.70156560048878},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,30,06418,663612,00663612,Blakeley Twp.,T,4,7.15594375353E7,55487.1024663,{LST=89.5926622097579},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,154,28322,664443,00664443,Helena Twp.,T,4,8.79789834252E7,47278.3745979,{LST=89.64721228471576},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,20,05266,663571,00663571,Benton Twp.,T,4,8.77417786989E7,55401.5850679,{LST=89.39441557800464},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,376,68566,665931,00665931,Watertown Twp.,T,4,8.54178082806E7,65724.4559605,{LST=89.810005772077},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,90,15688,663965,00663965,Denmark Twp.,T,4,7.80487902264E7,41276.0540755,{LST=87.8741005345251},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,168,31580,664569,00664569,Jackson Twp.,T,5,1.55655277182E7,28872.8654181,{LST=91.64430769548567},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,82,14482,663913,00663913,Dahlgren Twp.,T,5,9.14100166704E7,48212.0893573,{LST=89.74373257995254},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,372,68530,665929,00665929,Waterford Twp.,T,5,3.81203722076E7,27696.6515766,{LST=88.70601511882218},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,346,61978,665676,00665676,Spring Lake Twp.,T,5,7.37816734032E7,53095.026782,{LST=90.72107721850047},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,142,26882,664386,00664386,Hampton Twp.,T,5,8.91632702056E7,50186.2910906,{LST=87.40173403429293},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,354,62842,665712,00665712,Stillwater Twp.,T,5,4.12701033461E7,30519.8128525,{LST=89.08611482765009},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,388,69916,665981,00665981,White Bear Twp.,T,5,2.8452964681E7,57933.3090696,{LST=91.35282221098589},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,316,57184,665519,00665519,St. Lawrence Twp.,T,5,3.76337124566E7,33219.0605178,{LST=91.16989046485834},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,158,29726,664502,00664502,Hollywood Twp.,T,5,9.27053645362E7,40261.4531991,{LST=89.30230715338607},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,118,21965,664202,00664202,Fort Snelling (unorg.),U,5,2.00623559189E7,25452.7103089,{LST=95.81813703645487},"{""type"":""MultiPoint"",""coordinates"":[]}"
